Full Name,Employee ID,Clock IN Timestamp
1006,2023-08-28T04:45+00:00
1019,2023-08-28T04:45+00:00
1002,2023-08-28T04:45+00:00
1009,2023-08-28T04:46+00:00
1005,2023-08-28T04:46+00:00
1021,2023-08-28T04:46+00:00
1003,2023-08-28T04:46+00:00
1004,2023-08-28T04:46+00:00
1011,2023-08-28T04:46+00:00
1022,2023-08-28T04:46+00:00
1010,2023-08-28T04:58+00:00
1008,2023-08-28T05:25+00:00
1013,2023-08-28T05:26+00:00
1015,2023-08-28T05:26+00:00
1015,2023-08-28T05:28+00:00
1020,2023-08-28T08:24+00:00
1007,2023-08-28T08:24+00:00
1017,2023-08-28T08:24+00:00
1002,2023-08-28T17:15+00:00
1013,2023-08-29T05:15+00:00
1015,2023-08-29T05:15+00:00
1015,2023-08-29T05:15+00:00
1008,2023-08-29T05:16+00:00
1008,2023-08-29T17:43+00:00
1001,2023-08-30T04:41+00:00
1022,2023-08-30T04:45+00:00
1005,2023-08-30T04:45+00:00
1002,2023-08-30T04:45+00:00
1011,2023-08-30T04:45+00:00
1003,2023-08-30T04:45+00:00
1021,2023-08-30T04:46+00:00
1009,2023-08-30T04:46+00:00
1009,2023-08-30T04:46+00:00
1019,2023-08-30T04:46+00:00
1004,2023-08-30T04:46+00:00
1006,2023-08-30T04:47+00:00
1010,2023-08-30T04:51+00:00
1007,2023-08-30T05:16+00:00
1015,2023-08-30T05:16+00:00
1020,2023-08-30T05:16+00:00
1013,2023-08-30T05:16+00:00
1008,2023-08-30T05:17+00:00
1017,2023-08-30T05:17+00:00
1011,2023-08-30T18:41+00:00
1021,2023-08-31T04:46+00:00
1005,2023-08-31T04:46+00:00
1003,2023-08-31T04:46+00:00
1009,2023-08-31T04:46+00:00
1019,2023-08-31T04:47+00:00
1006,2023-08-31T04:47+00:00
1011,2023-08-31T04:47+00:00
1004,2023-08-31T04:47+00:00
1010,2023-08-31T04:51+00:00
1020,2023-08-31T05:17+00:00
1007,2023-08-31T05:17+00:00
1017,2023-08-31T05:17+00:00
1015,2023-08-31T05:18+00:00
1013,2023-08-31T05:18+00:00
1008,2023-08-31T05:18+00:00
1006,2023-09-01T04:42+00:00
1003,2023-09-01T04:42+00:00
1003,2023-09-01T04:42+00:00
1002,2023-09-01T04:42+00:00
1022,2023-09-01T04:45+00:00
1005,2023-09-01T04:45+00:00
1019,2023-09-01T04:45+00:00
1004,2023-09-01T04:45+00:00
1011,2023-09-01T04:46+00:00
1009,2023-09-01T04:46+00:00
1010,2023-09-01T04:54+00:00
1020,2023-09-01T05:14+00:00
1007,2023-09-01T05:14+00:00
1021,2023-09-01T05:14+00:00
1017,2023-09-01T05:15+00:00
1015,2023-09-01T05:15+00:00
1008,2023-09-01T05:15+00:00
1013,2023-09-01T05:15+00:00
1022,2023-09-02T04:43+00:00
1002,2023-09-02T04:43+00:00
1005,2023-09-02T04:44+00:00
1011,2023-09-02T04:44+00:00
1019,2023-09-02T04:44+00:00
1004,2023-09-02T04:44+00:00
1006,2023-09-02T04:45+00:00
1010,2023-09-02T04:56+00:00
1007,2023-09-02T05:21+00:00
1013,2023-09-02T05:21+00:00
1008,2023-09-02T05:21+00:00
1020,2023-09-02T05:22+00:00
1015,2023-09-02T05:22+00:00
1017,2023-09-02T05:22+00:00
1021,2023-09-02T06:15+00:00
1003,2023-09-02T14:37+00:00
1009,2023-09-02T14:37+00:00