Full Name,Employee ID,Clock OUT Timestamp
1007,2023-08-27T05:26+00:00
1020,2023-08-27T05:26+00:00
1000,2023-08-27T22:02+00:00
1006,2023-08-28T17:14+00:00
1022,2023-08-28T17:15+00:00
1002,2023-08-28T17:15+00:00
1011,2023-08-28T17:15+00:00
1019,2023-08-28T17:15+00:00
1005,2023-08-28T17:16+00:00
1009,2023-08-28T17:16+00:00
1003,2023-08-28T17:16+00:00
1021,2023-08-28T17:16+00:00
1004,2023-08-28T17:16+00:00
1010,2023-08-28T17:35+00:00
1013,2023-08-28T17:40+00:00
1008,2023-08-28T17:40+00:00
1015,2023-08-28T17:41+00:00
1003,2023-08-29T17:14+00:00
1005,2023-08-29T17:14+00:00
1020,2023-08-29T17:14+00:00
1004,2023-08-29T17:14+00:00
1006,2023-08-29T17:20+00:00
1013,2023-08-29T17:42+00:00
1008,2023-08-29T17:43+00:00
1015,2023-08-29T17:43+00:00
1021,2023-08-30T17:11+00:00
1005,2023-08-30T17:11+00:00
1009,2023-08-30T17:11+00:00
1003,2023-08-30T17:11+00:00
1004,2023-08-30T17:11+00:00
1002,2023-08-30T17:12+00:00
1022,2023-08-30T17:12+00:00
1019,2023-08-30T17:14+00:00
1010,2023-08-30T17:35+00:00
1013,2023-08-30T17:51+00:00
1017,2023-08-30T17:52+00:00
1007,2023-08-30T17:52+00:00
1020,2023-08-30T17:53+00:00
1001,2023-08-30T18:19+00:00
1011,2023-08-30T18:41+00:00
1015,2023-08-30T18:41+00:00
1021,2023-08-31T17:13+00:00
1005,2023-08-31T17:14+00:00
1004,2023-08-31T17:14+00:00
1011,2023-08-31T17:14+00:00
1009,2023-08-31T17:14+00:00
1003,2023-08-31T17:14+00:00
1019,2023-08-31T17:14+00:00
1006,2023-08-31T17:16+00:00
1010,2023-08-31T17:26+00:00
1007,2023-08-31T17:43+00:00
1008,2023-08-31T17:43+00:00
1013,2023-08-31T17:45+00:00
1015,2023-08-31T17:46+00:00
1017,2023-08-31T17:49+00:00
1020,2023-08-31T17:55+00:00
1002,2023-09-01T17:12+00:00
1022,2023-09-01T17:13+00:00
1005,2023-09-01T17:13+00:00
1004,2023-09-01T17:13+00:00
1011,2023-09-01T17:13+00:00
1019,2023-09-01T17:13+00:00
1021,2023-09-01T17:13+00:00
1003,2023-09-01T17:13+00:00
1009,2023-09-01T17:14+00:00
1006,2023-09-01T17:14+00:00
1010,2023-09-01T17:41+00:00
1007,2023-09-01T17:43+00:00
1008,2023-09-01T17:43+00:00
1013,2023-09-01T17:43+00:00
1017,2023-09-01T17:45+00:00
1015,2023-09-01T17:45+00:00
1020,2023-09-01T17:55+00:00
1022,2023-09-02T14:12+00:00
1019,2023-09-02T14:12+00:00
1005,2023-09-02T14:13+00:00
1004,2023-09-02T14:14+00:00